year	genre	author	shorttitle
26	mystery and detective fiction	Bryant, M. 	 Mrs Fuller
26	mystery and detective fiction	Buchan. J: 	 Three hostages
26	mystery and detective fiction	Buck, C: N. 	 Alias Red Ryan
26	mystery and detective fiction	Buck, C: N. 	 Portuguese silver
26	mystery and detective fiction	Burnham, C. L. 	 Tobey's first case
26	mystery and detective fiction	Burr, A. R. 	 Great house In the park
26	mystery and detective fiction	Burr, A. R. 	 West of the moon
26	mystery and detective fiction	Burr, A. R. 	 Wrong move
26	mystery and detective fiction	Cade, C. T. 	 Cornish penny
26	mystery and detective fiction	Camp, C: W. 	 Communicating door
26	mystery and detective fiction	Carlyle, A. 	 Children of chance
26	mystery and detective fiction	Carlyle. A. 	 Fugitive millionaire
26	mystery and detective fiction	Chadwick, C: 	 Cactus
26	mystery and detective fiction	Chamberlain, G: A. 	 Great Van Suttart mystery
26	mystery and detective fiction	Chancellor. J: 	 Mystery of Norman's court
26	mystery and detective fiction	Chesterton. G. K. 	 Incredulity of Father Brown
26	mystery and detective fiction	Chesterton, G. K. 	 Man who knew too much
26	mystery and detective fiction	Chlchester. J: J. 	 The bigamist
26	mystery and detective fiction	Christie, A. 	 Man in the brown suit
26	mystery and detective fiction	Christie, A. 	 Murder of Roger Ackroyd
26	mystery and detective fiction	Christie, A. 	 Murder on the links
26	mystery and detective fiction	Christie, A. 	 Mystery of Chimneys
26	mystery and detective fiction	Christie, A. 	 Polrot investigates
26	mystery and detective fiction	Christie, A. 	 Secret, adversary
26	mystery and detective fiction	Cohen, 0. R. 	 Iron chalice
26	mystery and detective fiction	Cohen, 0. R. 	 Jim Hanvey, detective
26	mystery and detective fiction	Cohen, 0. R. 	 Midnight
26	mystery and detective fiction	Cole, 0: D. H. 	 Brooklyn murders
26	mystery and detective fiction	Cole, G. D. H. and M. 1. 	 Blatchington tangle
26	mystery and detective fiction	Cole, G: D. H. and M. I. 	 Death of a millionaire
26	mystery and detective fiction	Collins, G. 	 Valley of eyes unseen
26	mystery and detective fiction	Connington. J: J. 	 Death at Swaythllng court
26	mystery and detective fiction	Converse, F. 	 Into the void
26	mystery and detective fiction	Creed, S. 	 The shot
26	mystery and detective fiction	Crofts, F. w. 	 Groote Park murder
26	mystery and detective fiction	Crofts, F. w. 	 Inspector French's greatest case
26	mystery and detective fiction	Curtlss, P. E. 	 Gay conspirators
26	mystery and detective fiction	Dalngerfleld, F. 	 Ghost house
26	mystery and detective fiction	Dawson. C. W: 	 Vanishing point
26	mystery and detective fiction	Dawson, W. 	 Adventure in the night
26	mystery and detective fiction	Dejeans. E. 	 Double house
26	mystery and detective fiction	Dejeans. E. 	 Romance of a million dollar
26	mystery and detective fiction	Douglas, D. 	 Grand Inquisitor
26	mystery and detective fiction	Durand. M. 	 Slnce'rite
26	mystery and detective fiction	Dutton, C: J. 	 Crooked cross
26	mystery and detective fiction	Dutton, C: J. 	 House by the road
26	mystery and detective fiction	Dutton, C: J. 	 Out of the darkness
26	mystery and detective fiction	Dutton, C: J. 	 Second bullet
26	mystery and detective fiction	Uulton, C: J. 	 Shadow on the gloss
26	mystery and detective fiction	Elvestad. S. C. S. 	 Man who plundered the city
26	mystery and detective fiction	Emery, J. I. 	 Tiger of Baragunga
26	mystery and detective fiction	Evans. H. 	 Murder club
26	mystery and detective fiction	Farjeon, J. J. 	 Green dragon
26	mystery and detective fiction	Farjeon, J. J. 	 Master criminal
26	mystery and detective fiction	Farjeon. J. J. 	 No
26	mystery and detective fiction	Farjeon, J. J. 	 Uninvited guests
26	mystery and detective fiction	Farrere, C., pseud. 	 House of the secret
26	mystery and detective fiction	Fielding, A. 	 Eames-Erskine case
26	mystery and detective fiction	Fletcher, J. S. 	 Amaranth club
26	mystery and detective fiction	Fletcher, J. S. 	 Annexation society
26	mystery and detective fiction	Fletcher, J. S. 	 Cartwrlght Gardens murder
26	mystery and detective fiction	Fletcher, J. S. 	 Charing Cross mystery
26	mystery and detective fiction	Fletcher, J. S. 	 Copper box
26	mystery and detective fiction	Fletcher, J. S. 	 Exterior to the evidence
26	mystery and detective fiction	Fletcher. J. S. 	 Great Brighton mystery
26	mystery and detective fiction	Fletcher, J. S. 	 Green Ink
26	mystery and detective fiction	Fletcher. J. S. 	 Heaven-kissed hi
26	mystery and detective fiction	Fletcher, J. S. 	 King versus Wargrave
26	mystery and detective fiction	Fletcher, J. S. 	 Lost Mr Llnthwulle
26	mystery and detective fiction	Fletcher, J. S. 	 Marchester Royal
26	mystery and detective fiction	Fletcher, J. S. 	 Markenmore mystery
26	mystery and detective fiction	Fletcher, J. S. 	 Mazaroff mystery
26	mystery and detective fiction	Fletcher, J. S. 	 Middle of things
26	mystery and detective fiction	Fletcher, J. S. 	 Mystery of Lynne Court
26	mystery and detective fiction	Fletcher, J. S. 	 Ravensdene court
26	mystery and detective fiction	Fletcher, J. S. 	 Rayner-Slade amalgamation
26	mystery and detective fiction	Fletcher, J. S. 	 Rippling Ruby
26	mystery and detective fiction	Fletcher, J. S. 	 Safety pin
26	mystery and detective fiction	Fletcher, J. S. 	 Scarhaven Keep
26	mystery and detective fiction	Fletcher, J. S. 	 Secret of the Barbican
26	mystery and detective fiction	Fletcher. J. S. 	 Time-worn town
26	mystery and detective fiction	Fletcher, J. S. 	 Wolves and the lamb
26	mystery and detective fiction	Footner, H. 	 Madame Storey
26	mystery and detective fiction	Footner. H. 	 Officer
26	mystery and detective fiction	Footner, H. 	 Ramshackle house
26	mystery and detective fiction	Footner. H. 	 Under dogs
26	mystery and detective fiction	Fornian. H: J. 	 Guilt
26	mystery and detective fiction	Foster. M. 	 Humdrum house
26	mystery and detective fiction	Fox, D: 	 Doom dealer
26	mystery and detective fiction	Fox, D: 	 Ethel opens the door
26	mystery and detective fiction	Fox, G: R. 	 Fangs of the serpent
26	mystery and detective fiction	Frank, W. D: 	 Chalk face
26	mystery and detective fiction	Freeman, R. A. 	 Blue scarab
26	mystery and detective fiction	Freeman, R: A. D 	 Arblay mystery
26	mystery and detective fiction	Freeman, R: A. 	 Mystery of Angelina. Frood
26	mystery and detective fiction	Freeman, R: A. 	 Puzzle lock
26	mystery and detective fiction	Freeman, II. A. 	 Red thumb-mark
26	mystery and detective fiction	Freeman, R: A. 	 Shadow of the wolf
26	mystery and detective fiction	Freeman, R: A. 	 Singing bone
26	mystery and detective fiction	French, J. L:. ed. 	 Great detective stories from Dickens to Gaboriau
26	mystery and detective fiction	French, J. L,:, ed. 	 Great detective stories from Voltaire to Poe
26	mystery and detective fiction	Fuller, V., pseud. 	 Long green gaze
26	mystery and detective fiction	Garrett, W: A. 	 Doctor Ricardo
26	mystery and detective fiction	Garrett, W: A, 	 Treasure royal
26	mystery and detective fiction	Garrett, W: 	 Friday to Monday
26	mystery and detective fiction	Gartland, H. 	 Globe Hollow mystery
26	mystery and detective fiction	Gartland. H. 	 House of cards
26	mystery and detective fiction	Gaul, A. 	 Five nlghta at the Five Pines
26	mystery and detective fiction	Gaunt, M. E. B. 	 Mummy moves
26	mystery and detective fiction	Gerould, G. H. 	 Midsummer mystery
26	mystery and detective fiction	Gluck, S. 	 House of the missing
26	mystery and detective fiction	Oluck, S. 	 Thieves' honor
26	mystery and detective fiction	Gluck, S. 	 White streak
26	mystery and detective fiction	Gollombe, J. 	 Girl in the fog
26	mystery and detective fiction	Goodwin, J: 	 The avenger
26	mystery and detective fiction	Graeme, B. 	 Blackshlrt
26	mystery and detective fiction	Grlerson, F. D. 	 Limping man
26	mystery and detective fiction	Grierson, F. D. 	 Loet pearl
26	mystery and detective fiction	Gull, C. A. E: R. 	 Cinema city
26	mystery and detective fiction	Gull, C. A. E: K. 	 City in the clouds
26	mystery and detective fiction	Hansen, R. 	 Two dead men
26	mystery and detective fiction	Hanshew, M. E. and T: W. 	 Riddle of the amber ship
26	mystery and detective fiction	Harvey, M. 	 Mystery of the hidden room
26	mystery and detective fiction	Hawk, J: 	 Lone Lodge mystery
26	mystery and detective fiction	Hay. J. 	 Bellamy case
26	mystery and detective fiction	Hay, J. 	 That Washington affair
26	mystery and detective fiction	Hay, M. 	 Evil vineyard
26	mystery and detective fiction	Hayes, M. 	 Cling of the clay
26	mystery and detective fiction	Hecht, B. 	 Florentine dagger
26	mystery and detective fiction	Heller, F.. pseud. 	 Emperor's old clothes
26	mystery and detective fiction	Helm, J. 	 Without clues
26	mystery and detective fiction	Hervey. A. 	 Caravans by night
26	mystery and detective fiction	Hervey. H. 	 Black Parrot
26	mystery and detective fiction	Hext, H., pseud. 	 The monster
26	mystery and detective fiction	Hext, H.. pseud. 	 Number
26	mystery and detective fiction	Hext. H.. pseud. 	 Thing at their heels
26	mystery and detective fiction	Hext, H., pseud. 	 Who killed Cock Robln
26	mystery and detective fiction	Horler. S. 	 False-face
26	mystery and detective fiction	Horler. S. 	 Order of the octopus
26	mystery and detective fiction	Hume, F. 	 Blue talisman
26	mystery and detective fiction	Ironside. J: 	 Thone booth mystery
26	mystery and detective fiction	Jan 	 Is, E., and Aspinwall, M. Counter currents
26	mystery and detective fiction	Jepson, E. 	 Burled rubles
26	mystery and detective fiction	Jepson, S. 	 Rogues and diamonds
26	mystery and detective fiction	Johnson, G. E. 	 Moon country
26	mystery and detective fiction	Johnston, W: 	 Tragedy at the Beach clul
26	mystery and detective fiction	Jordan. E. G. 	 Blue circle
26	mystery and detective fiction	Jordan, E. G. 	 Lady of Pentlands
26	mystery and detective fiction	Jordan, E. G. 	 Miss Blake's husband
26	mystery and detective fiction	Jordan, E. G. 	 Red Riding Hood
26	mystery and detective fiction	Kelland, C. B. 	 Conflict
26	mystery and detective fiction	Keverne, R: 	 Carteret'B cure
26	mystery and detective fiction	Kltchin, F: H. 	 Diversions of Dawson
26	mystery and detective fiction	Knevels. G. 	 Octagon house
26	mystery and detective fiction	Knox, R. A. 	 Viaduct murder
26	mystery and detective fiction	Kummer. F: A. 	 Road to fortune
26	mystery and detective fiction	Lauriston. V: 	 Twenty-first burr
26	mystery and detective fiction	Le Blanc, M. 	 Memoirs of Arsene Lupin
26	mystery and detective fiction	Lee, J. 	 Mysterious office
26	mystery and detective fiction	Lee. J. B. 	 Dead right
26	mystery and detective fiction	Le Oueux, W: T. 	 Golden face
26	mystery and detective fiction	Le Oueux, W: T. 	 Stretton Btreet affair
26	mystery and detective fiction	Le Oueux, W: T. 	 Voice from the void
26	mystery and detective fiction	Leroux, G. 	 Phantom clue
26	mystery and detective fiction	Lincoln, N. S. 	 Blue car mystery
26	mystery and detective fiction	Lincoln, N. S. 	 Cat's paw
26	mystery and detective fiction	Lincoln, N. S. 	 Meredith mystery
26	mystery and detective fiction	Lincoln, N. S. 	 Missing; Initial
26	mystery and detective fiction	Lincoln, N. S. 	 Thirteenth letter
26	mystery and detective fiction	Lock, 6. E. 	 Red cavalier
26	mystery and detective fiction	Locke, G. E. 	 Scarlet macaw
26	mystery and detective fiction	Lomas. J: E. W. 	 Man with the scar
26	mystery and detective fiction	Lowndes, M. A. 	 Afterwards
26	mystery and detective fiction	Lowndes, M. A. 	 Terriford mystery
26	mystery and detective fiction	Lowndes, M. A. 	 What really happened
26	mystery and detective fiction	Lowndes. M. A. 	 What Timmy did
26	mystery and detective fiction	MacAllister, A. 	 Colonel Gore's second case
26	mystery and detective fiction	McAllister, A. 	 Deductions of Colonel Gore
26	mystery and detective fiction	Macuulay, 	 It. Mystery at Geneva
26	mystery and detective fiction	MacClure, V: 	 Ark of the covenant
26	mystery and detective fiction	Macdonald, P. 	 The rasp
26	mystery and detective fiction	MacFadyen. B. 	 Bittern point
26	mystery and detective fiction	MacGowan, A., and 	 Newberry, P. Milliondollar suitcase
26	mystery and detective fiction	MacGowan, A., and 	 Newberry, P. Mystery woman
26	mystery and detective fiction	MacGowan, A., and 	 Newberry, P. Seventh passenger
26	mystery and detective fiction	MacGowan. A., and 	 Newberry, P. Shaken down
26	mystery and detective fiction	MacGrath. H. 	 World outside
26	mystery and detective fiction	Machard, A. 	 Wolf man
26	mystery and detective fiction	Machen. A. 	 Three impostors
26	mystery and detective fiction	Mackail, D. G: 	 Majestic mystery
26	mystery and detective fiction	Mackworth. J: D. 	 Axe Is laid
26	mystery and detective fiction	McNeile. C. 	 Black gang
26	mystery and detective fiction	McNeile. H. C. 	 Final count
26	mystery and detective fiction	Marshall, A. 	 Mystery of Redmarsh farm
26	mystery and detective fiction	Marshall. A., and 	 Vachell, H. A. Mote house mystery
26	mystery and detective fiction	Martin, A. 	 Kastle Krags
26	mystery and detective fiction	Mason, A. E: W. 	 House of the arrow
26	mystery and detective fiction	Masterman. W. S. 	 Wrong letter
26	mystery and detective fiction	Maurice. M. 	 Not in our stars
26	mystery and detective fiction	Miller. A. 	 Colfax book-plate
26	mystery and detective fiction	Milne, A. A. 	 Red House mystery
26	mystery and detective fiction	Moffett, C. L. 	 Seine mystery
26	mystery and detective fiction	Moroso. J: A. 	 ListeninK man
26	mystery and detective fiction	Muir, A: 	 Third warning
26	mystery and detective fiction	Mundy, T. 	 Devil's guard
26	mystery and detective fiction	Mundy, T. 	 Nine unknown
26	mystery and detective fiction	Mundy, T. 	 0m
26	mystery and detective fiction	Oakley. N. and J: 	 Clevedon case
26	mystery and detective fiction	Oppenhelm, E: P. 	 Evil shepherd
26	mystery and detective fiction	Oppenhelm. E: P. 	 Golden beast
26	mystery and detective fiction	Orpenheim, E: P. 	 Harvey Garrard's crime
26	mystery and detective fiction	Oppenheim, E: P. 	 Michael's evil deeds
26	mystery and detective fiction	Oppenhelm, E: P. 	 Seven conundrums
26	mystery and detective fiction	Oppenhelm, E: P. 	 Stolen Idols
26	mystery and detective fiction	Orczy. E. 	 Unravelled knots
26	mystery and detective fiction	Ostrander. I. E. 	 Above suspicion
26	mystery and detective fiction	Ostrander. I. E. 	 Annihilation
26	mystery and detective fiction	Ostrander. I. E. 	 Black Joker
26	mystery and detective fiction	Ostrander. I. E. 	 Bright liehts
26	mystery and detective fiction	Ostrander. I. E. 	 Dust to dust
26	mystery and detective fiction	Ostrander. I. E. 	 Handwriting on the wall
26	mystery and detective fiction	Ostrander. I. E. 	 Liberation
26	mystery and detective fiction	Ostrander. I. E. 	 McCarty Incog
26	mystery and detective fiction	Ostrander. I. E. 	 Neglected clue
26	mystery and detective fiction	Ostrander. I. E. 	 Sleeping cat
26	mystery and detective fiction	Ostrander. I. E. 	 Tattooed arm
26	mystery and detective fiction	Packard. F. L. 	 Broken waters
26	mystery and detective fiction	Packard, F. L. 	 Doors of the night
26	mystery and detective fiction	Packard. F. L. 	 Four stragRlers
26	mystery and detective fiction	Packard. F. L. 	 Jimmie Dale and the phantom clew
26	mystery and detective fiction	Packard. F. L. 	 Locked book
26	mystery and detective fiction	Packard. F. L. 	 Red ledger
26	mystery and detective fiction	Panbourne, 0. 	 Varanoff tradition
26	mystery and detective fiction	Parrish. R. 	 Case and the girl
26	mystery and detective fiction	Pendexter. H. 	 Harry Idaho
26	mystery and detective fiction	Pertwee, R. 	 Men of affairs
26	mystery and detective fiction	Perutz, L. 	 From nine to nine
26	mystery and detective fiction	Phillpotts, E. 	 Jig-saw
26	mystery and detective fiction	Phillpotts, E. 	 Red Redmaynes
26	mystery and detective fiction	Phillpotts, E. 	 Voice form the dark
26	mystery and detective fiction	Pocock. D. A. 	 Secret ot Hallowdene farm.
27	historical fiction	Stratton, C. 	 Paul of France
27	historical fiction	Metour. E. P. 	 Dancer and the friar
27	historical fiction	Davis, w: S. 	 Oilman of Redford
27	historical fiction	McCulloch. J. H. 	 Men of Klldonan
27	historical fiction	Merejhkovskil, D. S. 	 Akhnaton. king of Egypi
27	historical fiction	Daniel, H. 	 Honor of Dunmore
